EPISODE,LUX,STATE_IDX,PWM,REWARD,EPSILON,ALPHA_LAST,Q_S2_LIGHT_UP,Q_S2_LIGHT_DOWN
786,310.83,2,40,0.9017,0.4555,0.0047,2.4263,2.1929
787,310.83,2,40,0.9017,0.4550,0.0047,2.4263,2.1929
788,311.67,2,50,0.8933,0.4546,0.0119,2.4263,2.1929
789,376.67,3,40,0.1833,0.4541,0.0115,2.4263,2.1929
790,310.00,2,40,0.8500,0.4537,0.0047,2.4263,2.1929
791,310.83,2,40,0.9017,0.4532,0.0047,2.4263,2.1929
792,310.83,2,40,0.9017,0.4528,0.0047,2.4263,2.1929
793,310.83,2,30,0.9017,0.4523,0.0110,2.4263,2.1929
794,245.00,1,30,0.4000,0.4519,0.0182,2.4263,2.1929
795,245.00,1,20,0.4600,0.4514,0.0204,2.4263,2.1929
796,179.17,1,30,-0.2583,0.4510,0.0088,2.4263,2.1929
797,245.00,1,40,0.4000,0.4505,0.0088,2.4263,2.1929
798,310.00,2,40,0.8500,0.4501,0.0046,2.4263,2.1929
799,310.83,2,40,0.9017,0.4496,0.0046,2.4263,2.1929
800,310.83,2,40,0.9017,0.4492,0.0046,2.4263,2.1929
801,311.67,2,50,0.8933,0.4487,0.0118,2.4263,2.1929
802,375.83,3,40,0.1917,0.4483,0.0114,2.4263,2.1929
803,297.50,2,40,0.9250,0.4478,0.0046,2.4263,2.1929
804,293.33,2,40,0.9433,0.4474,0.0045,2.4263,2.1929
805,290.83,2,50,0.9183,0.4469,0.0116,2.4263,2.1929
806,360.00,3,40,0.3500,0.4465,0.0112,2.4263,2.1929
807,293.33,2,40,0.8833,0.4460,0.0045,2.4263,2.1929
808,290.00,2,40,0.9100,0.4456,0.0045,2.4263,2.1929
809,288.33,2,40,0.8933,0.4451,0.0045,2.4263,2.1929
810,288.33,2,40,0.8933,0.4447,0.0045,2.4263,2.1929
811,288.33,2,40,0.8933,0.4442,0.0044,2.4263,2.1929
812,290.83,2,40,0.9183,0.4438,0.0044,2.4263,2.1929
813,291.67,2,50,0.9267,0.4433,0.0115,2.4263,2.1929
814,362.50,3,40,0.3250,0.4429,0.0111,2.4263,2.1929
815,299.17,2,40,0.9417,0.4425,0.0044,2.4263,2.1929
816,309.17,2,50,0.9183,0.4420,0.0114,2.4263,2.1929
817,375.00,3,60,0.2000,0.4416,0.0435,2.4263,2.1929
818,441.67,3,50,-0.4667,0.4411,0.0110,2.4263,2.1929
819,377.50,3,40,0.1750,0.4407,0.0109,2.4263,2.1929
820,303.33,2,30,0.9167,0.4403,0.0109,2.4263,2.1929
821,222.50,1,40,0.1750,0.4398,0.0087,2.4263,2.1929
822,274.17,2,40,0.6917,0.4394,0.0044,2.4263,2.1929
823,270.00,2,40,0.7100,0.4389,0.0044,2.4263,2.1929
824,269.17,2,40,0.7017,0.4385,0.0043,2.4263,2.1929
825,267.50,2,40,0.6850,0.4381,0.0043,2.4263,2.1929
826,269.17,2,50,0.7017,0.4376,0.0112,2.4263,2.1929
827,338.33,2,40,0.5667,0.4372,0.0108,2.4263,2.1929
828,272.50,2,40,0.6750,0.4367,0.0043,2.4263,2.1929
829,271.67,2,30,0.7267,0.4363,0.0106,2.4263,2.1929
830,206.67,1,30,0.0167,0.4359,0.0179,2.4263,2.1929
831,205.83,1,40,0.0683,0.4354,0.0086,2.4263,2.1929
832,270.83,2,50,0.6583,0.4350,0.0111,2.4263,2.1929
833,338.33,2,40,0.5667,0.4346,0.0105,2.4263,2.1929
834,271.67,2,40,0.6667,0.4341,0.0043,2.4263,2.1929
835,270.83,2,40,0.7183,0.4337,0.0043,2.4263,2.1929
836,271.67,2,50,0.7267,0.4333,0.0110,2.4263,2.1929
837,337.50,2,60,0.5750,0.4328,0.0109,2.4263,2.1929
838,402.50,3,60,-0.0750,0.4324,0.0370,2.4263,2.1929
839,402.50,3,50,-0.0150,0.4320,0.0108,2.4263,2.1929
840,337.50,2,50,0.5750,0.4315,0.0043,2.4263,2.1929
841,336.67,2,40,0.6433,0.4311,0.0104,2.4263,2.1929
842,271.67,2,40,0.6667,0.4307,0.0042,2.4263,2.1929
843,271.67,2,40,0.7267,0.4302,0.0042,2.4263,2.1929
844,270.83,2,40,0.7183,0.4298,0.0042,2.4263,2.1929
845,270.83,2,30,0.7183,0.4294,0.0103,2.4263,2.1929
846,205.83,1,40,0.0083,0.4290,0.0085,2.4263,2.1929
847,271.67,2,40,0.6667,0.4285,0.0042,2.4263,2.1929
848,271.67,2,40,0.7267,0.4281,0.0042,2.4263,2.1929
849,271.67,2,30,0.7267,0.4277,0.0102,2.4263,2.1929
850,205.00,1,40,0.0000,0.4272,0.0085,2.4263,2.1929
851,270.83,2,40,0.6583,0.4268,0.0041,2.4263,2.1929
852,271.67,2,50,0.7267,0.4264,0.0108,2.4263,2.1929
853,337.50,2,50,0.5750,0.4260,0.0041,2.4263,2.1929
854,337.50,2,60,0.6350,0.4255,0.0106,2.4263,2.1929
855,403.33,3,50,-0.0833,0.4251,0.0106,2.4263,2.1929
856,337.50,2,60,0.5750,0.4247,0.0105,2.4263,2.1929
857,403.33,3,50,-0.0833,0.4243,0.0105,2.4263,2.1929
858,337.50,2,50,0.5750,0.4238,0.0041,2.4263,2.1929
859,337.50,2,60,0.6350,0.4234,0.0104,2.4263,2.1929
860,403.33,3,50,-0.0833,0.4230,0.0104,2.4263,2.1929
861,337.50,2,50,0.5750,0.4226,0.0041,2.4263,2.1929
862,337.50,2,60,0.6350,0.4221,0.0103,2.4263,2.1929
863,402.50,3,50,-0.0750,0.4217,0.0103,2.4263,2.1929
864,336.67,2,50,0.5833,0.4213,0.0041,2.4263,2.1929
865,336.67,2,50,0.6433,0.4209,0.0041,2.4263,2.1929
866,337.50,2,50,0.6350,0.4205,0.0040,2.4263,2.1929
867,337.50,2,40,0.6350,0.4200,0.0101,2.4263,2.1929
868,271.67,2,40,0.6667,0.4196,0.0040,2.4263,2.1929
869,271.67,2,40,0.7267,0.4192,0.0040,2.4263,2.1929
870,271.67,2,40,0.7267,0.4188,0.0040,2.4263,2.1929
871,270.00,2,40,0.7100,0.4184,0.0040,2.4263,2.1929
872,271.67,2,40,0.7267,0.4179,0.0040,2.4263,2.1929
873,270.83,2,40,0.7183,0.4175,0.0040,2.4263,2.1929
874,271.67,2,40,0.7267,0.4171,0.0039,2.4263,2.1929
875,271.67,2,40,0.7267,0.4167,0.0039,2.4263,2.1929
876,271.67,2,40,0.7267,0.4163,0.0039,2.4263,2.1929
877,270.83,2,40,0.7183,0.4159,0.0039,2.4263,2.1929
878,271.67,2,40,0.7267,0.4154,0.0039,2.4263,2.1929
879,271.67,2,40,0.7267,0.4150,0.0039,2.4263,2.1929
880,271.67,2,30,0.7267,0.4146,0.0100,2.4263,2.1929
881,205.83,1,40,0.0083,0.4142,0.0084,2.4263,2.1929
882,271.67,2,40,0.6667,0.4138,0.0038,2.4263,2.1929
883,270.83,2,40,0.7183,0.4134,0.0038,2.4263,2.1929
884,271.67,2,30,0.7267,0.4129,0.0099,2.4263,2.1929
885,205.83,1,40,0.0083,0.4125,0.0083,2.4263,2.1929
886,271.67,2,40,0.6667,0.4121,0.0038,2.4263,2.1929
887,271.67,2,50,0.7267,0.4117,0.0102,2.4263,2.1929
888,337.50,2,60,0.5750,0.4113,0.0101,2.4263,2.1929
889,402.50,3,70,-0.0750,0.4109,0.0417,2.4263,2.1929
890,470.00,3,70,-0.7500,0.4105,0.0357,2.4263,2.1929
891,469.17,3,80,-0.6817,0.4101,0.0400,2.4263,2.1929
892,535.00,4,70,-1.0000,0.4097,0.1000,2.4263,2.1929
893,470.00,3,60,-0.7500,0.4092,0.0102,2.4263,2.1929
894,404.17,3,50,-0.0917,0.4088,0.0101,2.4263,2.1929
895,337.50,2,50,0.5750,0.4084,0.0038,2.4263,2.1929
896,336.67,2,50,0.6433,0.4080,0.0038,2.4263,2.1929
897,336.67,2,50,0.6433,0.4076,0.0038,2.4263,2.1929
898,337.50,2,50,0.6350,0.4072,0.0038,2.4263,2.1929
899,337.50,2,40,0.6350,0.4068,0.0098,2.4263,2.1929
900,270.83,2,30,0.6583,0.4064,0.0097,2.4263,2.1929
901,205.83,1,20,0.0083,0.4060,0.0200,2.4263,2.1929
902,139.17,1,30,-0.6583,0.4056,0.0083,2.4263,2.1929
903,205.00,1,40,0.0000,0.4052,0.0082,2.4263,2.1929
904,271.67,2,40,0.6667,0.4048,0.0037,2.4263,2.1929
905,270.83,2,40,0.7183,0.4044,0.0037,2.4263,2.1929
906,271.67,2,40,0.7267,0.4040,0.0037,2.4263,2.1929
907,271.67,2,40,0.7267,0.4036,0.0037,2.4263,2.1929
908,271.67,2,40,0.7267,0.4032,0.0037,2.4263,2.1929
909,270.83,2,30,0.7183,0.4027,0.0096,2.4263,2.1929
910,205.83,1,40,0.0083,0.4023,0.0081,2.4263,2.1929
911,271.67,2,40,0.6667,0.4019,0.0037,2.4263,2.1929
912,271.67,2,30,0.7267,0.4015,0.0095,2.4263,2.1929
913,205.83,1,40,0.0083,0.4011,0.0081,2.4263,2.1929
914,271.67,2,40,0.6667,0.4007,0.0037,2.4263,2.1929
915,271.67,2,40,0.7267,0.4003,0.0036,2.4263,2.1929
916,271.67,2,40,0.7267,0.3999,0.0036,2.4263,2.1929
917,270.83,2,40,0.7183,0.3995,0.0036,2.4263,2.1929
918,271.67,2,40,0.7267,0.3991,0.0036,2.4263,2.1929
919,271.67,2,40,0.7267,0.3987,0.0036,2.4263,2.1929
920,271.67,2,40,0.7267,0.3983,0.0036,2.4263,2.1929
921,271.67,2,40,0.7267,0.3979,0.0036,2.4263,2.1929
922,271.67,2,40,0.7267,0.3975,0.0036,2.4263,2.1929
923,270.83,2,40,0.7183,0.3971,0.0035,2.4263,2.1929
924,271.67,2,40,0.7267,0.3967,0.0035,2.4263,2.1929
925,271.67,2,50,0.7267,0.3964,0.0100,2.4263,2.1929
926,337.50,2,60,0.5750,0.3960,0.0099,2.4263,2.1929
927,403.33,3,50,-0.0833,0.3956,0.0100,2.4263,2.1929
928,337.50,2,50,0.5750,0.3952,0.0035,2.4263,2.1929
929,337.50,2,50,0.6350,0.3948,0.0035,2.4263,2.1929
930,337.50,2,50,0.6350,0.3944,0.0035,2.4263,2.1929
931,336.67,2,40,0.6433,0.3940,0.0094,2.4263,2.1929
932,271.67,2,40,0.6667,0.3936,0.0035,2.4263,2.1929
933,270.83,2,40,0.7183,0.3932,0.0035,2.4263,2.1929
934,271.67,2,40,0.7267,0.3928,0.0035,2.4263,2.1929
935,270.83,2,40,0.7183,0.3924,0.0034,2.4263,2.1929
936,270.83,2,40,0.7183,0.3920,0.0034,2.4263,2.1929
937,271.67,2,40,0.7267,0.3916,0.0034,2.4263,2.1929
938,271.67,2,40,0.7267,0.3912,0.0034,2.4263,2.1929
939,271.67,2,30,0.7267,0.3908,0.0093,2.4263,2.1929
940,205.83,1,40,0.0083,0.3904,0.0080,2.4263,2.1929
941,270.83,2,50,0.6583,0.3901,0.0098,2.4263,2.1929
942,337.50,2,50,0.5750,0.3897,0.0034,2.4263,2.1929
943,337.50,2,50,0.6350,0.3893,0.0034,2.4263,2.1929
944,338.33,2,50,0.6267,0.3889,0.0034,2.4263,2.1929
945,337.50,2,50,0.6350,0.3885,0.0034,2.4263,2.1929
946,337.50,2,50,0.6350,0.3881,0.0034,2.4263,2.1929
947,337.50,2,50,0.6350,0.3877,0.0033,2.4263,2.1929
948,337.50,2,60,0.6350,0.3873,0.0097,2.4263,2.1929
949,403.33,3,50,-0.0833,0.3869,0.0099,2.4263,2.1929
950,337.50,2,50,0.5750,0.3866,0.0033,2.4263,2.1929
951,337.50,2,50,0.6350,0.3862,0.0033,2.4263,2.1929
952,337.50,2,50,0.6350,0.3858,0.0033,2.4263,2.1929
953,337.50,2,50,0.6350,0.3854,0.0033,2.4263,2.1929
954,337.50,2,50,0.6350,0.3850,0.0033,2.4263,2.1929
955,337.50,2,50,0.6350,0.3846,0.0033,2.4263,2.1929
956,337.50,2,50,0.6350,0.3842,0.0033,2.4263,2.1929
957,337.50,2,50,0.6350,0.3839,0.0033,2.4263,2.1929
958,338.33,2,50,0.6267,0.3835,0.0032,2.4263,2.1929
959,337.50,2,50,0.6350,0.3831,0.0032,2.4263,2.1929
960,337.50,2,60,0.6350,0.3827,0.0096,2.4263,2.1929
961,403.33,3,50,-0.0833,0.3823,0.0098,2.4263,2.1929
962,337.50,2,60,0.5750,0.3819,0.0095,2.4263,2.1929
963,403.33,3,50,-0.0833,0.3816,0.0097,2.4263,2.1929
964,338.33,2,50,0.5667,0.3812,0.0032,2.4263,2.1929
965,337.50,2,60,0.6350,0.3808,0.0094,2.4263,2.1929
966,404.17,3,50,-0.0917,0.3804,0.0096,2.4263,2.1929
967,336.67,2,40,0.5833,0.3800,0.0093,2.4263,2.1929
968,270.83,2,40,0.6583,0.3797,0.0032,2.4263,2.1929
969,271.67,2,40,0.7267,0.3793,0.0032,2.4263,2.1929
970,271.67,2,30,0.7267,0.3789,0.0092,2.4263,2.1929
971,205.83,1,40,0.0083,0.3785,0.0079,2.4263,2.1929
972,271.67,2,40,0.6667,0.3781,0.0032,2.4263,2.1929
973,271.67,2,40,0.7267,0.3778,0.0032,2.4263,2.1929
974,271.67,2,30,0.7267,0.3774,0.0091,2.4263,2.1929
975,205.83,1,40,0.0083,0.3770,0.0079,2.4263,2.1929
976,271.67,2,40,0.6667,0.3766,0.0032,2.4263,2.1929
977,271.67,2,40,0.7267,0.3763,0.0032,2.4263,2.1929
978,271.67,2,40,0.7267,0.3759,0.0032,2.4263,2.1929
979,271.67,2,40,0.7267,0.3755,0.0031,2.4263,2.1929
980,271.67,2,50,0.7267,0.3751,0.0093,2.4263,2.1929
981,337.50,2,50,0.5750,0.3748,0.0031,2.4263,2.1929
982,337.50,2,50,0.6350,0.3744,0.0031,2.4263,2.1929
983,337.50,2,50,0.6350,0.3740,0.0031,2.4263,2.1929
984,338.33,2,50,0.6267,0.3736,0.0031,2.4263,2.1929
985,337.50,2,50,0.6350,0.3733,0.0031,2.4263,2.1929
986,337.50,2,50,0.6350,0.3729,0.0031,2.4263,2.1929
987,336.67,2,50,0.6433,0.3725,0.0031,2.4263,2.1929
988,337.50,2,50,0.6350,0.3721,0.0031,2.4263,2.1929
989,336.67,2,50,0.6433,0.3718,0.0031,2.4263,2.1929
990,338.33,2,50,0.6267,0.3714,0.0030,2.4263,2.1929
991,336.67,2,50,0.6433,0.3710,0.0030,2.4263,2.1929
992,337.50,2,50,0.6350,0.3707,0.0030,2.4263,2.1929
993,336.67,2,60,0.6433,0.3703,0.0093,2.4263,2.1929
994,403.33,3,50,-0.0833,0.3699,0.0095,2.4263,2.1929
995,337.50,2,50,0.5750,0.3695,0.0030,2.4263,2.1929
996,337.50,2,50,0.6350,0.3692,0.0030,2.4263,2.1929
997,337.50,2,50,0.6350,0.3688,0.0030,2.4263,2.1929
998,338.33,2,50,0.6267,0.3684,0.0030,2.4263,2.1929
999,336.67,2,50,0.6433,0.3681,0.0030,2.4263,2.1929
1000,337.50,2,50,0.6350,0.3677,0.0030,2.4263,2.1929
1001,337.50,2,50,0.6350,0.3673,0.0030,2.4263,2.1929
1002,337.50,2,50,0.6350,0.3670,0.0030,2.4263,2.1929
1003,337.50,2,50,0.6350,0.3666,0.0029,2.4263,2.1929
1004,338.33,2,60,0.6267,0.3662,0.0092,2.4263,2.1929
1005,403.33,3,50,-0.0833,0.3659,0.0094,2.4263,2.1929
1006,337.50,2,40,0.5750,0.3655,0.0090,2.4263,2.1929
1007,270.83,2,40,0.6583,0.3651,0.0029,2.4263,2.1929
1008,270.83,2,40,0.7183,0.3648,0.0029,2.4263,2.1929
1009,271.67,2,30,0.7267,0.3644,0.0089,2.4263,2.1929
1010,205.83,1,40,0.0083,0.3640,0.0078,2.4263,2.1929
1011,271.67,2,40,0.6667,0.3637,0.0029,2.4263,2.1929
1012,271.67,2,40,0.7267,0.3633,0.0029,2.4263,2.1929
1013,270.00,2,40,0.7100,0.3629,0.0029,2.4263,2.1929
1014,270.83,2,40,0.7183,0.3626,0.0029,2.4263,2.1929
1015,270.83,2,40,0.7183,0.3622,0.0029,2.4263,2.1929
1016,271.67,2,40,0.7267,0.3619,0.0029,2.4263,2.1929
1017,271.67,2,40,0.7267,0.3615,0.0029,2.4263,2.1929
1018,271.67,2,40,0.7267,0.3611,0.0029,2.4263,2.1929
1019,270.83,2,40,0.7183,0.3608,0.0029,2.4263,2.1929
1020,270.83,2,40,0.7183,0.3604,0.0028,2.4263,2.1929
1021,271.67,2,30,0.7267,0.3601,0.0088,2.4263,2.1929
1022,205.83,1,20,0.0083,0.3597,0.0196,2.4263,2.1929
1023,139.17,1,30,-0.6583,0.3593,0.0078,2.4263,2.1929
1024,205.83,1,40,0.0083,0.3590,0.0077,2.4263,2.1929
1025,270.83,2,50,0.6583,0.3586,0.0091,2.4263,2.1929
1026,336.67,2,50,0.5833,0.3583,0.0028,2.4263,2.1929
1027,336.67,2,60,0.6433,0.3579,0.0090,2.4263,2.1929
1028,403.33,3,50,-0.0833,0.3575,0.0093,2.4263,2.1929
1029,337.50,2,50,0.5750,0.3572,0.0028,2.4263,2.1929
1030,337.50,2,40,0.6350,0.3568,0.0088,2.4263,2.1929
1031,270.83,2,40,0.6583,0.3565,0.0028,2.4263,2.1929
1032,270.83,2,40,0.7183,0.3561,0.0028,2.4263,2.1929
1033,270.83,2,40,0.7183,0.3558,0.0028,2.4263,2.1929
1034,270.83,2,50,0.7183,0.3554,0.0089,2.4263,2.1929
1035,337.50,2,50,0.5750,0.3550,0.0028,2.4263,2.1929
1036,337.50,2,60,0.6350,0.3547,0.0088,2.4263,2.1929
1037,402.50,3,50,-0.0750,0.3543,0.0093,2.4263,2.1929
1038,337.50,2,50,0.5750,0.3540,0.0028,2.4263,2.1929
1039,337.50,2,50,0.6350,0.3536,0.0028,2.4263,2.1929
1040,336.67,2,50,0.6433,0.3533,0.0028,2.4263,2.1929
1041,335.83,2,50,0.6517,0.3529,0.0028,2.4263,2.1929
1042,336.67,2,60,0.6433,0.3526,0.0088,2.4263,2.1929
1043,403.33,3,50,-0.0833,0.3522,0.0092,2.4263,2.1929
1044,337.50,2,60,0.5750,0.3519,0.0087,2.4263,2.1929
1045,402.50,3,50,-0.0750,0.3515,0.0091,2.4263,2.1929
1046,336.67,2,50,0.5833,0.3512,0.0028,2.4263,2.1929
1047,336.67,2,50,0.6433,0.3508,0.0028,2.4263,2.1929
1048,335.83,2,60,0.6517,0.3505,0.0086,2.4263,2.1929
1049,402.50,3,50,-0.0750,0.3501,0.0090,2.4263,2.1929
1050,336.67,2,50,0.5833,0.3498,0.0027,2.4263,2.1929
1051,336.67,2,50,0.6433,0.3494,0.0027,2.4263,2.1929
1052,336.67,2,50,0.6433,0.3491,0.0027,2.4263,2.1929
1053,336.67,2,50,0.6433,0.3487,0.0027,2.4263,2.1929
1054,337.50,2,50,0.6350,0.3484,0.0027,2.4263,2.1929
1055,337.50,2,50,0.6350,0.3480,0.0027,2.4263,2.1929
1056,336.67,2,50,0.6433,0.3477,0.0027,2.4263,2.1929
1057,337.50,2,50,0.6350,0.3473,0.0027,2.4263,2.1929
1058,337.50,2,50,0.6350,0.3470,0.0027,2.4263,2.1929
1059,336.67,2,50,0.6433,0.3466,0.0027,2.4263,2.1929
1060,336.67,2,60,0.6433,0.3463,0.0085,2.4263,2.1929
1061,403.33,3,50,-0.0833,0.3459,0.0089,2.4263,2.1929
1062,337.50,2,50,0.5750,0.3456,0.0027,2.4263,2.1929
1063,336.67,2,50,0.6433,0.3452,0.0027,2.4263,2.1929
1064,337.50,2,40,0.6350,0.3449,0.0087,2.4263,2.1929
1065,270.00,2,50,0.6500,0.3445,0.0085,2.4263,2.1929
1066,336.67,2,60,0.5833,0.3442,0.0084,2.4263,2.1929
1067,403.33,3,50,-0.0833,0.3439,0.0088,2.4263,2.1929
1068,336.67,2,50,0.5833,0.3435,0.0027,2.4263,2.1929
1069,336.67,2,50,0.6433,0.3432,0.0027,2.4263,2.1929
1070,336.67,2,50,0.6433,0.3428,0.0026,2.4263,2.1929
1071,337.50,2,60,0.6350,0.3425,0.0083,2.4263,2.1929
1072,402.50,3,50,-0.0750,0.3421,0.0088,2.4263,2.1929
1073,336.67,2,60,0.5833,0.3418,0.0083,2.4263,2.1929
1074,402.50,3,70,-0.0750,0.3415,0.0385,2.4263,2.1929
1075,467.50,3,70,-0.7250,0.3411,0.0345,2.4263,2.1929
1076,470.00,3,60,-0.6900,0.3408,0.0087,2.4263,2.1929
1077,401.67,3,70,-0.0667,0.3404,0.0370,2.4263,2.1929
1078,469.17,3,60,-0.7417,0.3401,0.0086,2.4263,2.1929
1079,403.33,3,50,-0.0833,0.3398,0.0085,2.4263,2.1929
1080,336.67,2,60,0.5833,0.3394,0.0082,2.4263,2.1929
1081,402.50,3,50,-0.0750,0.3391,0.0085,2.4263,2.1929
1082,337.50,2,50,0.5750,0.3387,0.0026,2.4263,2.1929
1083,337.50,2,50,0.6350,0.3384,0.0026,2.4263,2.1929
1084,337.50,2,50,0.6350,0.3381,0.0026,2.4263,2.1929
1085,336.67,2,50,0.6433,0.3377,0.0026,2.4263,2.1929
1086,335.00,2,40,0.6600,0.3374,0.0086,2.4263,2.1929
1087,270.00,2,40,0.6500,0.3370,0.0026,2.4263,2.1929
1088,270.00,2,40,0.7100,0.3367,0.0026,2.4263,2.1929
1089,269.17,2,40,0.7017,0.3364,0.0026,2.4263,2.1929
1090,270.83,2,30,0.7183,0.3360,0.0085,2.4263,2.1929
1091,235.00,1,40,0.3000,0.3357,0.0076,2.4263,2.1929
1092,300.83,2,40,0.9417,0.3354,0.0026,2.4263,2.1929
1093,289.17,2,40,0.9017,0.3350,0.0026,2.4263,2.1929
1094,286.67,2,40,0.8767,0.3347,0.0026,2.4263,2.1929
1095,287.50,2,50,0.8850,0.3344,0.0081,2.4263,2.1929
1096,350.00,3,60,0.4500,0.3340,0.0357,2.4263,2.1929
1097,415.00,3,60,-0.2000,0.3337,0.0333,2.4263,2.1929
1098,416.67,3,70,-0.1567,0.3334,0.0345,2.4263,2.1929
1099,488.33,3,60,-0.9333,0.3330,0.0084,2.4263,2.1929
1100,429.17,3,50,-0.3417,0.3327,0.0083,2.4263,2.1929
1101,376.67,3,40,0.1833,0.3324,0.0083,2.4263,2.1929
1102,330.00,2,30,0.6500,0.3320,0.0085,2.4263,2.1929
1103,320.83,2,40,0.7417,0.3317,0.0081,2.4263,2.1929
1104,468.33,3,30,-0.7333,0.3314,0.0082,2.4263,2.1929
1105,465.00,3,20,-0.7000,0.3310,0.0081,2.4263,2.1929
1106,411.67,3,10,-0.1667,0.3307,0.0081,2.4263,2.1929
1107,380.00,3,20,0.1500,0.3304,0.0333,2.4263,2.1929
1108,520.00,4,30,-1.0000,0.3300,0.2000,2.4263,2.1929
1109,631.67,4,20,-1.0000,0.3297,0.0909,2.4263,2.1929
1110,563.33,4,20,-1.0000,0.3294,0.1250,2.4263,2.1929
1111,564.17,4,10,-1.0000,0.3291,0.0833,2.4263,2.1929
1112,498.33,3,20,-1.0000,0.3287,0.0323,2.4263,2.1929
1113,536.67,4,20,-1.0000,0.3284,0.1111,2.4263,2.1929
1114,555.83,4,10,-1.0000,0.3281,0.0769,2.4263,2.1929
1115,487.50,3,0,-0.9250,0.3277,0.0080,2.4263,2.1929
1116,433.33,3,10,-0.3833,0.3274,0.0312,2.4263,2.1929
1117,501.67,4,0,-1.0000,0.3271,0.0714,2.4263,2.1929
1118,436.67,3,0,-0.4167,0.3268,0.0079,2.4263,2.1929
1119,440.00,3,0,-0.4500,0.3264,0.0079,2.4263,2.1929
1120,439.17,3,0,-0.4417,0.3261,0.0078,2.4263,2.1929
1121,440.00,3,10,-0.4500,0.3258,0.0303,2.4263,2.1929
1122,505.83,4,20,-1.0000,0.3255,0.1667,2.4263,2.1929
1123,572.50,4,10,-1.0000,0.3251,0.0667,2.4263,2.1929
1124,513.33,4,0,-1.0000,0.3248,0.0625,2.4263,2.1929
1125,452.50,3,0,-0.5750,0.3245,0.0078,2.4263,2.1929
1126,455.00,3,0,-0.6000,0.3242,0.0077,2.4263,2.1929
1127,457.50,3,10,-0.6250,0.3238,0.0294,2.4263,2.1929
1128,524.17,4,0,-1.0000,0.3235,0.0588,2.4263,2.1929
1129,460.83,3,0,-0.6583,0.3232,0.0076,2.4263,2.1929
1130,462.50,3,10,-0.6750,0.3229,0.0286,2.4263,2.1929
1131,530.00,4,0,-1.0000,0.3225,0.0556,2.4263,2.1929
1132,466.67,3,0,-0.7167,0.3222,0.0323,2.4263,2.1929
1133,469.17,3,0,-0.6817,0.3219,0.0076,2.4263,2.1929
1134,470.83,3,0,-0.7583,0.3216,0.0075,2.4263,2.1929
1135,472.50,3,10,-0.7750,0.3212,0.0278,2.4263,2.1929
1136,540.00,4,0,-1.0000,0.3209,0.0526,2.4263,2.1929
1137,476.67,3,0,-0.8167,0.3206,0.0312,2.4263,2.1929
1138,477.50,3,0,-0.7650,0.3203,0.0075,2.4263,2.1929
1139,479.17,3,0,-0.8417,0.3200,0.0074,2.4263,2.1929
1140,480.00,3,0,-0.8500,0.3196,0.0303,2.4263,2.1929
1141,482.50,3,0,-0.8150,0.3193,0.0074,2.4263,2.1929
1142,483.33,3,0,-0.8833,0.3190,0.0073,2.4263,2.1929
1143,485.00,3,0,-0.9000,0.3187,0.0072,2.4263,2.1929
1144,486.67,3,0,-0.9167,0.3184,0.0072,2.4263,2.1929
1145,487.50,3,0,-0.9250,0.3180,0.0071,2.4263,2.1929
1146,489.17,3,0,-0.9417,0.3177,0.0071,2.4263,2.1929
1147,490.83,3,0,-0.9583,0.3174,0.0070,2.4263,2.1929
1148,491.67,3,0,-0.9667,0.3171,0.0070,2.4263,2.1929
1149,493.33,3,0,-0.9833,0.3168,0.0069,2.4263,2.1929
1150,495.00,3,0,-1.0000,0.3165,0.0069,2.4263,2.1929
1151,496.67,3,0,-1.0000,0.3161,0.0068,2.4263,2.1929
1152,497.50,3,0,-1.0000,0.3158,0.0068,2.4263,2.1929
1153,498.33,3,0,-1.0000,0.3155,0.0068,2.4263,2.1929
1154,500.00,4,10,-1.0000,0.3152,0.1429,2.4263,2.1929
1155,566.67,4,10,-1.0000,0.3149,0.1000,2.4263,2.1929
1156,567.50,4,20,-1.0000,0.3146,0.1250,2.4263,2.1929
1157,634.17,4,30,-1.0000,0.3143,0.1111,2.4263,2.1929
1158,700.83,4,20,-1.0000,0.3139,0.0500,2.4263,2.1929
1159,635.83,4,30,-1.0000,0.3136,0.1000,2.4263,2.1929
1160,701.67,4,20,-1.0000,0.3133,0.0476,2.4263,2.1929
1161,635.83,4,10,-1.0000,0.3130,0.0455,2.4263,2.1929
1162,571.67,4,10,-1.0000,0.3127,0.0909,2.4263,2.1929
1163,571.67,4,0,-1.0000,0.3124,0.0435,2.4263,2.1929
1164,507.50,4,0,-1.0000,0.3121,0.0417,2.4263,2.1929
1165,507.50,4,0,-1.0000,0.3117,0.0833,2.4263,2.1929
1166,507.50,4,0,-1.0000,0.3114,0.0400,2.4263,2.1929
1167,507.50,4,0,-1.0000,0.3111,0.0385,2.4263,2.1929
1168,507.50,4,0,-1.0000,0.3108,0.0370,2.4263,2.1929
1169,507.50,4,0,-1.0000,0.3105,0.0357,2.4263,2.1929
1170,507.50,4,0,-1.0000,0.3102,0.0345,2.4263,2.1929
1171,507.50,4,0,-1.0000,0.3099,0.0333,2.4263,2.1929
1172,508.33,4,0,-1.0000,0.3096,0.0323,2.4263,2.1929
1173,507.50,4,0,-1.0000,0.3093,0.0312,2.4263,2.1929
1174,508.33,4,0,-1.0000,0.3090,0.0303,2.4263,2.1929
